samples	NMDS1	NMDS2	NMDS3
MMS930	-0.4642527569253675	-0.5677781470953175	-0.4507681669065822
MMS925	0.03242928717599165	-0.5552062765226817	0.4925570608362533
MMS911	-0.6479244195774856	0.9105098006210751	-0.2581871102917523
MMS920	5.341320107112694e-05	-0.0933680418878277	0.6879565492561673
MM933M	1.6659236873751742	-0.7229060613556162	-1.924882415128687
MMS922	0.12069832966042597	-0.5170946124289011	0.33913710554861043
MMS910	-0.973453372040313	0.8412604320446064	-0.7582064701583814
MMS923	-0.0006102458142906918	-0.2696438496316996	0.5489750437553176
MMS715	-0.7333103930716562	1.2467006805107217	0.29462048435119564
MMS714	0.09347981415239082	0.771955109210528	0.4918583883256832
MMS717	-0.2308074560841336	-0.35438838767623254	0.10347202459591724
MMS716	-0.4540589600896599	0.14668643514293964	0.13982148362778443
MMS711	0.3413697080382717	-0.4093815129244882	0.5675643005770635
MMS710	0.49075140185475197	-0.3078879474646197	0.4070507388932742
MMS713	0.22549565182878875	-0.08361956571150572	0.6855265696397868
MMS712	-1.0123228623294505	1.0976176095962524	-0.750155026462535
MMS944	-0.39765652992607614	-0.5749378987047712	-0.18909830138742714
MMS921	0.05903476880509242	-0.27383580010501624	0.7620986981739243
MMS942	-0.8021647635982995	-0.7259336916586271	-0.3715374030054923
MMS943	-0.5080626040381014	0.46662163416060254	-1.089203131618613
MMS908	-0.240532324076989	-0.6255834320294059	-0.045113627539938486
MMS909	-0.9335268479507239	0.41066371383652506	-0.5487218920681118
MMS928	0.05448249865836479	-0.5840141524884213	-0.19396903566151702
MMS929	-0.15446237636236923	-0.4007505316422373	-0.20408530481781137
MMS900	-0.5504362562948452	-0.3725061608670257	0.8157379184268002
MMS901	-1.0536313715349688	0.3585410894511339	0.42137447881117507
MMS902	-0.8033419884335897	0.30568838084168104	-0.07277373805115234
MMS903	-0.3515436392039424	0.010473476442461226	-0.16681019748972692
MMS904	-0.3013989048474261	-0.1068494692425144	-0.24867039182417358
MMS905	-0.21684052005840784	0.06305118860458742	0.020366788515502235
MMS906	-0.12687373278929656	-0.8143604238877993	0.13189207231830785
MMS907	0.007690983227423611	-0.39268027882644313	0.13310566560615353
MMS919	0.08911068485018957	-0.05022326582985253	0.12960135899878553
MM943M	2.7556967262887464	-0.23342039390811292	-0.9328470390019377
MM941M	2.3885423182902197	1.28863320631425	-0.7310091738835938
MM936M	1.8604296749869447	0.888312689162005	-1.3818443420926716
MMS706	-0.6888162479716604	-0.04797293345097124	0.10180530034930588
MMS707	-1.0323615852009476	0.651131755783682	0.1639661431347337
MMS704	0.5013803403538958	0.0006185815543580793	-0.25817119736511684
MMS705	0.15067134001363727	0.647268545719953	0.10086332440565288
MMS702	0.47172933626289154	-0.8004506512860363	0.6528335115350269
MMS703	-1.2213684037741657	0.8934373719493499	-0.8778487292187412
MMS700	0.7101951254964972	-0.06100457535459894	0.4287795069264107
MMS701	0.47840421272525163	-0.9464403485069167	0.4154209542118684
MMS708	0.9764769476425231	-0.8987330774606015	0.7730492075857642
MMS709	0.346909960456858	-0.009802801196511045	0.1999938911897706
MMS917	0.5382090271980732	2.6837008497975914	1.075395207479255
MMS939	-0.26031178694431756	-0.5472699473612973	-0.26723162188438887
MMS938	-0.720797994189026	-0.04117679945150665	-0.3261541724088546
MMS916	-0.18200872178154653	-0.05413711768552666	0.11367211452123065
MMS931	-0.2634389614406897	-0.26410690416599003	-0.6213777164847589
MMS915	-0.10317409983213188	0.7847327761215359	-0.21720420557089667
MMS932	-0.36007784095546624	-0.485890999738675	-0.43804922236601346
MMS918	1.9114767667028425	1.2269072618245414	1.7769522194652847
MMS914	-0.2925256180584483	0.2855219226522927	0.5691001336062387
MM9362CU	0.11104169618670616	-0.6030113075807082	-0.6858342820146441
MMS913	-0.09428701538306188	-0.14684628782719222	-0.08390949958621187
MMS890	-0.2783904904577929	-0.43482120212377645	-0.23301683232765288
MMS891	-0.3544297685689209	-0.33051951125355483	-0.1238957732561079
MMS924	0.2611989988805797	-1.0022860181706914	0.8941624883644168
MMS912	0.16631815929196528	-0.2691941268390041	0.011865286840832814

stress	0.12313411459009772	0	0
% variation explained	0	0	0	
