# Constructed from biom file
#OTU ID	MM933M	MM936M	MM941M	MM943M	MM9362CU	MMS700	MMS701	MMS702	MMS703	MMS704	MMS705	MMS706	MMS707	MMS708	MMS709	MMS710	MMS711	MMS712	MMS713	MMS714	MMS715	MMS716	MMS717	MMS890	MMS891	MMS900	MMS901	MMS902	MMS903	MMS904	MMS905	MMS906	MMS907	MMS908	MMS909	MMS910	MMS911	MMS912	MMS913	MMS914	MMS915	MMS916	MMS917	MMS918	MMS919	MMS920	MMS921	MMS922	MMS923	MMS924	MMS925	MMS928	MMS929	MMS930	MMS931	MMS932	MMS938	MMS939	MMS942	MMS943	MMS944
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__VeGlo18	0.0009059761786143046	0.0010650207065107191	0.0022041969653765333	0.0010991915376604136	0.004587291520892393	0.0006049410292208176	0.0004326824711803276	0.002156666685909585	0.004166522550310173	0.0009070923753023687	0.002162154592421621	0.003332124063027759	0.0036916855070531964	0.0010922765769418262	0.0	0.00040846253881590255	0.00039468440794012576	0.005330464047656835	0.00024529060155945465	0.00053939427110359	0.003647621087669953	0.0019434317279757947	0.0006625707030838034	0.0018828443133727724	0.0005811391002747548	0.0026128107388943213	0.0021837254264358984	0.0031173054615251015	0.0041340558104430245	0.0037677765713709866	0.004221573962781356	0.0006243310296090924	0.0005031573636212188	0.0005081036195444237	0.004743556726559559	0.006307761312042718	0.0056733139775384115	0.0003291437793978168	0.00033534820188816934	0.0040734260543538545	0.004492316776242874	0.0005929294638568796	0.004567493314040923	0.0006193351550493166	0.0018443078351518957	0.0005742410948919717	0.0	0.0003546814878153057	0.0016430940092868696	0.0008633614802600268	0.0005071628029694183	0.0006489429883814043	0.00030685980485274097	0.0006396278504706162	0.0039042985877202198	0.0007362213382628248	0.0032812049799897536	0.0008140962245504782	0.000984983378477922	0.0018035480137966213	0.0008284612452104318
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Voyriella_parviflora_symbiont_type_1	0.0009059761786143046	0.0010650207065107191	0.007439585784532445	0.0010991915376604136	0.004295838651832999	0.007113866250254435	0.006470997514079911	0.004020111105957548	0.0008726126701675075	0.0009070923753023687	0.0007426364854148183	0.0045784520524571725	0.0018389531382723774	0.0010922765769418262	0.0	0.0036770013788878482	0.0029741497351439003	0.0004730794406241473	0.00264212478768978	0.004429331498348964	0.0006081903417363094	0.0	0.002988368742941026	0.0035717371764705454	0.006938729837153384	0.004357926922272225	0.0021837254264358984	0.00030251619612052505	0.005484107953525336	0.0003730646046180063	0.004788383401271743	0.0006243310296090924	0.0018991637446285593	0.0005081036195444237	0.0006164939875988035	0.0006893468999920893	0.0019427011730400942	0.00669254689854378	0.005204369306803936	0.005280405545108895	0.0005921378317918294	0.004344742678779625	0.0023601116203685628	0.0068111211513611795	0.0004659531649409943	0.0005742410948919717	0.0020807780476447594	0.00650914445869555	0.0033185551028488062	0.005105515765380808	0.003503649779837821	0.0020895583614157828	0.005550618541384842	0.0006396278504706162	0.004446633748491131	0.0022284882910961878	0.0032812049799897536	0.003800879148863517	0.000984983378477922	0.004454736362915891	0.0008284612452104318
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Whitfield_type_3	0.0009059761786143046	0.0025782798491375395	0.005120572446892028	0.0010991915376604136	0.005673615851022859	0.002783238362802628	0.0004326824711803276	0.0007826526283603859	0.005049328485598198	0.0009070923753023687	0.005252127147124282	0.0030632079775997083	0.003084251095472748	0.002620184841751087	0.0	0.00040846253881590255	0.001683066241666215	0.004089112447437058	0.004364556238819536	0.00053939427110359	0.002606781763296815	0.0051827299674945815	0.0021334388034780533	0.003208179223585272	0.003769033922510108	0.003989687754923117	0.0007828664287507346	0.0031173054615251015	0.004596364386965324	0.004545471841416694	0.0033940949000889585	0.0006243310296090924	0.0005031573636212188	0.0005081036195444237	0.005299629548921334	0.005822961705862141	0.004666354986103868	0.0003291437793978168	0.0037894307941425975	0.004902546336129458	0.003157604423816945	0.004344742678779625	0.00367346189154256	0.0031653008342982306	0.0038731597342153553	0.0005742410948919717	0.0	0.003917343594128545	0.002955574387353189	0.0008633614802600268	0.002640210339997257	0.003454580017165589	0.005467255058910977	0.0049672806951439425	0.004200605048358844	0.005115752533341002	0.004526615977958253	0.0008140962245504782	0.004025463309571966	0.003621932315726728	0.0008284612452104318
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Whitfield_type_7	0.011076918040141041	0.022256918076779555	0.014089425132751104	0.017242284821482108	0.009914281591552401	0.008211751403677352	0.0075036899860556625	0.008148642787000998	0.009086227698417704	0.011915171446503081	0.009406343257181586	0.011395981417666113	0.012451161479089395	0.010325497233280603	0.010100262346491796	0.011959996221684522	0.009247616712451731	0.011437550851328608	0.008856429680006007	0.009709357686295243	0.012752252483229044	0.010970148568464068	0.009796072223013224	0.007278745387869868	0.012665974671348019	0.01387527167688246	0.01173243280298299	0.011413279580362557	0.012759410230257638	0.014431090593694391	0.013800496679509968	0.010705359382469658	0.011077398989442516	0.01337705937698512	0.008110798549892034	0.0120890373431295	0.011734915233802936	0.012464074530305394	0.013199938061455328	0.010471181564991706	0.011149734773408727	0.01266736657077629	0.013237723410678295	0.007983202583306549	0.00999627410478107	0.009368914092394678	0.006491574518827155	0.00791534843950406	0.010932349410478054	0.0063478870104556485	0.010834801122520863	0.011101386716523984	0.011446334503761844	0.012021876260937678	0.014689682231689354	0.011387630719045019	0.008899831848104842	0.01473473697880117	0.014461025532382415	0.008175827667686677	0.012711864454911907
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Winther07_B	0.0009059761786143046	0.008475518134603644	0.0034332968192833492	0.0052724834052802864	0.00026206912071513274	0.0006049410292208176	0.0004326824711803276	0.0007826526283603859	0.0008726126701675075	0.003255971209651123	0.002162154592421621	0.0002385944722007323	0.0018389531382723774	0.0010922765769418262	0.0009472989429191688	0.0025217049673257096	0.0029741497351439003	0.0027715162712149233	0.00024529060155945465	0.00053939427110359	0.0006081903417363094	0.0006773211969662444	0.0006625707030838034	0.0026929956837923037	0.00339099970382916	0.0018139997365154465	0.0021837254264358984	0.0015212947522626513	0.00020932704057326188	0.0017256999738183769	0.0008212661099952513	0.0006243310296090924	0.0005031573636212188	0.0018753921496066338	0.0019672537094633413	0.0035555484854947507	0.0006147995419007895	0.0016429721200845715	0.00033534820188816934	0.0016280495655803153	0.0026749348521748315	0.0005929294638568796	0.0031689871059295154	0.0006193351550493166	0.0018443078351518957	0.001999521816843212	0.001519627305309124	0.0003546814878153057	0.0003510606321931078	0.0008633614802600268	0.0005071628029694183	0.003454580017165589	0.00030685980485274097	0.006128815134987911	0.0035263041665147972	0.0007362213382628248	0.0008551439052011898	0.002367975743825629	0.003474039505030496	0.0005302564499354152	0.002390886469662453
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Winther07_D	0.0079769360953557	0.007286601111296517	0.011364948525016773	0.013833717272499567	0.011268036008807669	0.010063562996085063	0.014116060494664389	0.008503933418440118	0.010095259216156224	0.012988614549603001	0.010060463182548421	0.008235041545071915	0.010873420448052734	0.01730562482277878	0.00991222651854677	0.012787427581259062	0.010130623699650735	0.007970894973010111	0.006647426661642218	0.010578578946982112	0.005867364202440846	0.013790434020879275	0.01219311442449236	0.014041095039382548	0.014827438423224662	0.013981842672565137	0.010003329371227858	0.011236111916568491	0.012658903368811088	0.014193700723548123	0.008984380382129517	0.014528606511559457	0.013541117492423187	0.010904795520003275	0.00631054497910022	0.008430376705776614	0.010954390672964021	0.013609860054113904	0.010812384809087961	0.010725710547260053	0.008955420104748868	0.011179799751767009	0.0035749394381356203	0.0024773406201972666	0.012374050221113037	0.010027837843246509	0.01505615331924311	0.01167853308631419	0.013787800965235346	0.01761311457608795	0.010194358184535506	0.01180932452203097	0.013259235851964615	0.016509155730069402	0.009313928333286878	0.013142623795253132	0.014448255037995681	0.010496006137836536	0.01693037967348479	0.01556486256150956	0.015136783117006457
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Wirsel_OTU16	0.003448809081743742	0.004264915468110662	0.0022041969653765333	0.0010991915376604136	0.007071176517688265	0.00468756999174584	0.004708314880495116	0.003747691098604099	0.0038891070414912693	0.0009070923753023687	0.004351676923044987	0.004394588928718256	0.0034256698069596793	0.003436664632041368	0.004588621879027425	0.003906265221469217	0.0033299166859454463	0.004287936171706242	0.004169570799384258	0.003818485579770273	0.002606781763296815	0.004485479440338036	0.0046688673916227864	0.005464784144258825	0.00430686342736539	0.004509689102023381	0.0038116414880893772	0.004617742781622796	0.0052905455683686	0.005429955729366875	0.004652560807608589	0.004633176971832653	0.0036447820587795178	0.005275409974311788	0.004610729214128647	0.0043893578101393835	0.003807375185584488	0.004782887711730179	0.005081825524903803	0.0044643994780768975	0.004738146682248461	0.0056501562860716715	0.0008937348595339051	0.0006193351550493166	0.004111872424029532	0.004980583025340548	0.004826836913806813	0.004679777682770415	0.0043406117942173935	0.0036605343886633125	0.004010009152656439	0.005056109568811322	0.005375868330471318	0.006280613056776763	0.0071185375925421675	0.006425570789386344	0.004784104589101758	0.0056306683108506015	0.005003377152094228	0.0038382792009137652	0.002390886469662453
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Yamato09_C1	0.0040711439766469	0.0031950621195321574	0.002498548895409041	0.0032975746129812406	0.012395932116352154	0.01062079714575746	0.010221654181736785	0.0066311727716152884	0.009711170475746746	0.00574569074560298	0.008601112107147608	0.012952404139549026	0.009452934885193654	0.009186633732495005	0.01351594228906602	0.01051920516277708	0.008422777718542463	0.006875635587579428	0.007212028446321238	0.0061541003111457975	0.009283798952429489	0.00952108568218953	0.011100919837688527	0.012618471253253459	0.009550093412604195	0.006574974849314498	0.009733570871412588	0.013536473475056588	0.00883021831979	0.014106326358209041	0.01310560633920303	0.010076262220197012	0.009447957843696902	0.011403464800960031	0.009589334178569307	0.008783602906286913	0.0071334726186251685	0.012353304508956145	0.01150354728777958	0.010125768244144111	0.0072568060228036975	0.009803057885064942	0.006561180208751942	0.006513819530943449	0.013603636836230944	0.00837147037107645	0.005574654013905885	0.0064769559640872176	0.009494801054200825	0.007674580747971889	0.007791695359124598	0.010317538017296266	0.011732157749070125	0.013439660544129721	0.01155584476285835	0.011921034461236624	0.00946619410613865	0.00912054999616566	0.009462400035602647	0.00774144368727208	0.010378682770815231
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__acnaGlo2	0.05535886663529821	0.05352435171059037	0.05507417434843343	0.03180298456177564	0.10092830035090748	0.04331821065024235	0.03644158193419495	0.03734090004703899	0.0456337626983465	0.0502224214156211	0.04151576414251882	0.04012291203344918	0.0332233323327443	0.033901106706437104	0.04003145857657425	0.03680528135502428	0.030786448989841186	0.045839604925157554	0.039889047157877285	0.033681874426249134	0.041542454322497764	0.042291529223142374	0.03064686352436016	0.05431675015434798	0.0463773055859951	0.03572053918670697	0.02891915129128877	0.04930064751851807	0.043386841025671086	0.04989086489656419	0.038364492924377845	0.03564606793731763	0.04285969284514449	0.0460577301091036	0.045290318746409416	0.055032948692744416	0.03810947700962795	0.040976737486466006	0.048588483189607255	0.05489495188493676	0.06812382673738088	0.04579519112327264	0.044680451605234935	0.04005017994940782	0.04322357698710807	0.0380133491042492	0.032912676297377486	0.043421766186879485	0.03120828398656792	0.02531273571099147	0.03356389960197971	0.04195514744580987	0.048146892405062286	0.057054899784610986	0.08617297264846947	0.07888221144812745	0.04652030397989835	0.04540746093676524	0.055688704921277817	0.03518989134203052	0.04039336125525538
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__caledonium	0.005172775152750721	0.004960522048989297	0.003037046597179547	0.0036774383680891485	0.004257358041212036	0.0025857169161941397	0.003376805733492609	0.002939319314269971	0.001745225340335015	0.007410039613988492	0.007678561143539356	0.008699663101035817	0.009308731410358786	0.003712461418692913	0.0031645699606922973	0.00694253137765225	0.003368834143084026	0.0028068377380568313	0.0046626208569581235	0.00589087210652497	0.007071920327964826	0.009339642288213188	0.0041896964318657	0.004575839997165076	0.003972138804103915	0.0068774371713260715	0.007059043023443678	0.006366707993428258	0.00808632962829452	0.010920261348162524	0.008482248369193012	0.004113312669021136	0.005167873774768759	0.005086316987764567	0.002583747697062145	0.004013132616649575	0.0062496642253894496	0.003317936699896974	0.004540145080564908	0.0007492839615163276	0.004584152564959079	0.01143679440582043	0.004931015959260552	0.011103813088736016	0.0036886156703037913	0.003999043633686424	0.0032560467111590326	0.003998004845375517	0.004598668396640059	0.004014046359308575	0.008216213964359936	0.004103523005546993	0.005823311059758858	0.003516416509159883	0.0069892519226687315	0.0029647096293590127	0.003263254023422944	0.0016281924491009564	0.009478972882187226	0.008889753608692336	0.004103548602361127
