samples	NMDS1	NMDS2	NMDS3
MMS930	-0.463642726330194	-0.12218034092652562	0.5481298414151052
MMS925	-0.06219875984188804	0.6519679947609699	0.11616096126407982
MMS911	0.1046019595572009	-1.00198537864349	-0.30312892776312317
MMS920	0.14081325803184966	0.3933674581562573	-0.2738704612377731
MM933M	1.5270527388353847	0.12502426090755578	1.3861500975624956
MMS922	-0.5659620735008012	0.7703515749532803	0.06402133529624647
MMS910	0.1775209808914946	-1.3091486312850085	0.14970340662018738
MMS923	-0.21969381941608243	0.6178672278557124	-0.45544499734598975
MMS715	0.236313452874481	-1.0258388521092572	-0.8026827570710733
MMS714	0.30635845326539524	-0.24478758736370068	-0.8549296863905245
MMS717	-0.1604060616435884	0.07989097276169095	0.0725222307205077
MMS716	-1.1155499545824912	-0.2719140019759337	-0.628425705821696
MMS711	-0.08415192672175403	0.8960077969404269	-0.030680990504142375
MMS710	-0.03889938175201665	0.9010550543246248	-0.25190194465509175
MMS713	-0.30703393172883825	0.9399119084903911	-0.7021327330705438
MMS712	-0.13782246709130588	-1.7298271609761304	-0.01405955497884179
MMS944	-0.029787218074161993	-0.08201708255944588	0.2835983327795288
MMS921	-0.631091703343892	1.2396233159866248	-0.6905493101335135
MMS942	0.27299964003537025	-0.27849927028293986	0.6604655619773775
MMS943	-0.22051212649320912	-1.0644311012718628	0.6404013734557494
MMS908	-0.5741630668598765	0.22623119902316075	0.19100641815558458
MMS909	-0.18499039863880162	-1.0229150489155572	0.16922471617112023
MMS928	-0.008503094611953586	0.1419131641553624	0.41730728518320426
MMS929	-0.7376138681997106	0.16974452900470866	0.4714150057430792
MMS900	-0.027022200274574512	0.17833195185235812	-0.8291085158165366
MMS901	0.08192057561032157	-0.7232553770503339	-0.427781911891704
MMS902	-0.859840984704049	-0.7587599059457548	-0.19076256265237626
MMS903	-0.9310464986770376	-0.31724186389895354	0.13606328708385534
MMS904	-0.7002231868940948	-0.16486171451820258	0.08653345070260979
MMS905	-0.8479025535230814	-0.14521278825606831	-0.3502455111090196
MMS906	-0.15543042372311175	0.36300829977645066	0.4951955476168338
MMS907	-0.2027664375620621	0.3548031092717585	0.15087113972999008
MMS919	-0.14012675660682167	0.20874223538754313	-0.2197506063614294
MM943M	1.9469435862611804	0.46689302717959363	0.9043828830353611
MM941M	2.2987584034443276	0.18247706715991457	0.1560083132758208
MM936M	1.7915361903019713	-0.06914816538292456	0.503620171005213
MMS706	-1.0612594855114752	-0.43820593078218456	-0.0446261083468241
MMS707	-0.3748663461787453	-0.9746718337288262	-0.5064366130670942
MMS704	0.5884332269457387	-0.012215048163752197	0.20356433406569338
MMS705	0.47258940183707066	-0.25022401585255427	-0.24138893857817392
MMS702	0.5361479850116696	0.7244074787167202	0.19309609094995694
MMS703	0.4261294898993727	-1.2698368718334219	0.22830818963467223
MMS700	0.3733215523594256	0.5176586217667163	-0.4412868347091437
MMS701	-0.18272913059058304	1.1160898277017688	0.38328779674943486
MMS708	0.9031340590283176	0.48266582278170694	0.24180439368272397
MMS709	-1.1472992703072684	0.9240576325584355	-0.4293103572604718
MMS917	1.6371667716338454	-0.7963839754198735	-1.4325381684982559
MMS939	0.03291884903344919	-0.0857788021050002	0.32467940517339283
MMS938	0.02150595989507855	-0.4592780073798079	0.21240708649493703
MMS916	-0.1950117309122942	-0.0031336452963529465	-0.04949224285336502
MMS931	-0.18637420610318156	-0.2621239098426859	0.586826122051165
MMS915	0.3527260080717853	-0.5554839692783864	-0.20541724612140025
MMS932	-0.18889227598687006	-0.16976546003499693	0.48161675667055465
MMS918	1.7137502643683753	0.8034113323762387	-1.6954591207789822
MMS914	-0.6875974547963278	0.1902277039449864	-0.619311002202742
MM9362CU	-1.0367122612133144	0.38558374071606966	1.1220057116662336
MMS913	-0.7220739815742643	0.1868557712234899	-0.010584827762738646
MMS890	-0.5212761746594624	0.06085407931183857	0.39233153710089275
MMS891	-0.2610374401608212	-0.0898298364873865	0.21595982942250705
MMS924	0.44873565776259106	0.8649909916846151	0.3009206174293518
MMS912	-0.4198670861656915	0.5349404268363483	0.21171840709710463

stress	0.12584987812265172	0	0
% variation explained	0	0	0	
