#OTU ID	MM933M	MM936M	MM941M	MM943M	MM9362CU	MMS700	MMS701	MMS702	MMS703	MMS704	MMS705	MMS706	MMS707	MMS708	MMS709	MMS710	MMS711	MMS712	MMS713	MMS714	MMS715	MMS716	MMS717	MMS890	MMS891	MMS900	MMS901	MMS902	MMS903	MMS904	MMS905	MMS906	MMS907	MMS908	MMS909	MMS910	MMS911	MMS912	MMS913	MMS914	MMS915	MMS916	MMS917	MMS918	MMS919	MMS920	MMS921	MMS922	MMS923	MMS924	MMS925	MMS928	MMS929	MMS930	MMS931	MMS932	MMS938	MMS939	MMS942	MMS943	MMS944	taxonomy
denovo182	8.4034	8.2563	10.489	6.9661	0.0	3.371	4.2977	4.2289	0.0	0.0	2.419	2.6124	0.0	2.9726	5.168	3.5934	4.7921	0.0	5.9248	7.4436	0.0	4.7757	5.6724	3.4039	0.0	0.0	0.0	0.0	0.0	0.0	3.2332	0.0	3.9245	5.8849	0.0	0.0	3.7004	3.9197	6.348	4.7808	0.0	4.9982	7.9715	3.9732	5.4507	5.7503	5.1203	2.7127	5.0506	0.0	3.1597	3.3956	2.7507	0.0	0.0	0.0	0.0	3.7301	0.0	2.9097	5.7924	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__Torrecillas12b_Glo_G5
denovo181	0.0	10.219	4.4015	6.145	0.0	0.0	0.0	0.0	0.0	3.6356	2.419	0.0	2.1967	0.0	1.5567	3.067	3.3077	3.5983	0.0	0.0	0.0	1.3023	0.0	2.8855	3.9601	2.1266	2.5553	1.6815	0.0	2.3219	1.4226	0.0	0.0	2.3644	2.3741	4.3319	0.0	2.1806	0.0	1.6815	2.8273	0.0	3.4594	0.0	2.3988	2.2551	2.1304	0.0	0.0	0.0	0.0	3.9341	0.0	6.8812	3.6637	0.0	0.0	2.8349	3.8776	0.0	2.964	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__Winther07_B
denovo189	0.0	0.0	0.0	0.0	6.0665	2.5041	3.5443	3.6819	2.579	0.0	0.0	3.1165	2.1967	0.0	4.6029	5.8164	0.0	4.2868	2.8658	4.0343	0.0	3.0586	5.9667	3.7845	5.8888	0.0	3.4271	4.8923	4.5157	3.7004	3.4704	4.0412	5.8514	4.1373	3.7605	4.3319	3.7004	3.5361	4.8941	2.9303	2.0175	4.0426	0.0	0.0	4.1774	4.963	3.477	6.5766	6.0287	3.6819	0.0	3.9341	4.3962	4.7535	6.1505	3.3956	4.8533	6.8773	0.0	3.8104	5.1298	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__Sanchez_Castro12b_GLO12
denovo308	0.0	3.3956	0.0	4.0447	6.0241	2.5041	0.0	0.0	2.579	0.0	3.2773	3.7853	3.5549	3.8776	7.4574	2.2296	2.7938	3.0717	4.0638	2.2768	2.1967	3.2924	2.2768	5.2979	4.3517	0.0	0.0	1.6815	2.858	3.1699	2.595	2.6217	3.0165	4.1373	2.3741	0.0	2.3219	3.5361	5.0272	2.9303	3.3429	2.8464	0.0	1.9786	2.3988	4.0085	3.8593	3.2224	3.5502	2.7902	2.3127	3.3956	1.9506	3.2717	5.4529	3.9341	0.0	6.9507	2.9726	0.0	3.8684	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__NES27
denovo2763	0.0	0.0	0.0	0.0	4.9129	3.371	3.5443	2.7902	0.0	2.7472	0.0	4.8646	3.5549	0.0	3.6611	3.9782	3.9852	3.9832	2.0513	4.0343	2.1967	3.4936	4.8034	5.1757	2.5495	2.1266	4.3584	4.3832	5.3794	4.858	1.4226	5.2127	4.2273	3.7493	3.7605	4.3319	2.3219	0.0	2.7543	3.2972	0.0	4.291	0.0	0.0	3.255	2.2551	2.6011	6.0804	5.4547	3.6819	4.8469	0.0	4.3962	5.4689	4.6056	4.3254	3.9024	2.8349	4.4295	2.9097	4.4201	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales; f__Paraglomeraceae; g__Paraglomus; s__Alguacil12a_Para_1
denovo596345	0.0	0.0	0.0	3.1296	0.0	0.0	0.0	0.0	0.0	0.0	2.419	1.8309	8.5869	0.0	1.5567	0.0	0.0	0.0	2.0513	0.0	4.4922	7.1622	0.0	0.0	0.0	0.0	3.4271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2901	0.0	0.0	0.0	0.0	0.0	0.0	No blast hit
denovo1839656	4.3297	0.0	3.8503	4.6003	8.3541	3.371	0.0	2.7902	0.0	3.6356	4.7595	1.8309	0.0	0.0	0.0	2.2296	0.0	3.0717	5.1534	2.2768	5.2033	3.0586	0.0	0.0	2.5495	2.1266	0.0	3.5895	3.7549	3.1699	2.1248	0.0	3.0165	0.0	2.3741	3.9405	3.7004	2.1806	1.9537	2.9303	8.531	2.0342	2.585	4.6164	3.255	2.2551	0.0	1.9175	0.0	0.0	0.0	0.0	0.0	2.4139	6.6188	8.8546	0.0	0.0	4.4295	0.0	2.964	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__acnaGlo2
denovo1046981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.1676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6268	7.1268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2028	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__NES27
denovo4817	0.0	0.0	0.0	0.0	0.0	0.0	2.663	0.0	0.0	8.7079	0.0	0.0	10.048	0.0	0.0	2.2296	0.0	0.0	0.0	0.0	9.3517	1.3023	0.0	0.0	2.5495	0.0	0.0	0.0	2.0444	2.3219	0.0	0.0	2.1846	0.0	2.3741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__NES27
denovo883101	0.0	0.0	0.0	0.0	0.0	3.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0608	0.0	0.0	0.0	0.0	8.7796	0.0	0.0	4.5896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2332	0.0	0.0	0.0	0.0	2.5322	0.0	2.1806	0.0	0.0	0.0	0.0	10.283	0.0	0.0	0.0	4.9729	7.1565	0.0	0.0	5.0332	0.0	1.9506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	No blast hit
denovo185761	4.3297	5.2889	0.0	3.1296	6.2247	5.4281	5.6147	4.9348	2.579	4.5763	4.201	5.3896	4.8911	3.8776	5.9804	5.8164	4.6287	3.9832	4.5244	4.3385	3.9389	4.9906	5.7773	6.4992	4.9129	5.4845	4.6662	4.2219	5.9159	5.8329	5.3094	5.2127	5.3222	5.7798	5.6783	4.6394	4.858	5.0357	6.4464	3.8324	3.7219	4.0426	2.585	0.0	5.4507	4.5633	5.3764	5.8908	4.7004	4.9348	5.9194	5.1015	6.4423	6.5221	5.3187	5.1015	4.2931	5.6462	4.8277	4.758	5.6034	No blast hit
denovo272	0.0	0.0	0.0	10.463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2464	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales; f__Paraglomeraceae; g__Paraglomus; s__laccatum
denovo277	0.0	0.0	0.0	0.0	1.5567	0.0	0.0	0.0	0.0	4.5763	0.0	0.0	5.8666	6.6968	1.5567	0.0	0.0	0.0	5.6813	3.1197	3.5549	4.851	4.8034	4.895	6.935	4.1566	0.0	0.0	0.0	3.7004	5.247	0.0	0.0	5.7798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9075	0.0	0.0	0.0	5.8615	3.3649	0.0	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales; f__Paraglomeraceae; g__Paraglomus; s__laccatum
denovo149	2.8816	0.0	0.0	0.0	1.5567	0.0	1.8745	5.7617	0.0	0.0	5.3266	7.6657	5.2033	0.0	5.9804	7.319	6.8298	0.0	0.0	0.0	0.0	5.6261	0.0	8.4348	5.7655	0.0	0.0	0.0	0.0	0.0	0.0	6.9624	6.0186	0.0	0.0	5.6102	0.0	0.0	0.0	0.0	2.0175	5.745	0.0	0.0	0.0	5.1277	0.0	0.0	8.8284	7.8929	0.0	0.0	8.5449	8.458	0.0	0.0	4.2931	0.0	0.0	5.898	7.4184	No blast hit
denovo148	0.0	3.3956	3.8503	3.1296	2.2879	0.0	1.8745	0.0	0.0	2.7472	2.419	0.0	0.0	7.2449	0.0	0.0	0.0	2.2338	0.0	4.0343	0.0	3.2924	0.0	0.0	3.4207	3.4726	0.0	0.0	2.858	0.0	0.0	2.6217	4.4775	0.0	0.0	2.5322	0.0	2.1806	0.0	0.0	2.8273	0.0	0.0	0.0	0.0	0.0	4.2914	0.0	5.1983	10.814	0.0	0.0	0.0	2.4139	0.0	0.0	0.0	0.0	2.9726	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__Winther07_D
denovo143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7595	0.0	0.0	0.0	0.0	2.2296	0.0	0.0	0.0	0.0	3.5549	6.5221	0.0	5.0422	0.0	0.0	4.6662	5.6313	2.0444	0.0	0.0	7.6948	0.0	6.9228	0.0	3.4018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0506	0.0	0.0	5.2889	2.7507	0.0	0.0	6.8491	6.4818	0.0	5.9691	0.0	0.0	No blast hit
denovo142	0.0	0.0	0.0	11.599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2296	1.9882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6721	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__Archaeospora; s__sp
denovo147	8.783	10.073	6.76	0.0	1.5567	3.371	0.0	0.0	0.0	0.0	2.419	0.0	0.0	0.0	3.4207	0.0	0.0	0.0	4.5244	2.2768	0.0	2.4326	0.0	0.0	0.0	0.0	0.0	0.0	2.0444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4002	2.437	0.0	0.0	2.585	3.9732	3.7887	3.0954	5.0485	5.1015	3.9341	2.7902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6034	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__sp
denovo145	6.4946	7.581	6.6678	7.1348	1.5567	0.0	3.1699	2.7902	0.0	2.7472	4.5071	2.6124	2.1967	2.9726	5.4502	4.7458	2.7938	0.0	5.02	4.8034	0.0	3.9693	4.0343	2.0686	3.4207	0.0	2.5553	0.0	0.0	0.0	2.595	0.0	3.0165	5.0957	0.0	0.0	0.0	4.6857	5.149	4.5283	0.0	4.6875	4.9542	4.4322	0.0	4.7769	5.3166	3.2224	3.5502	0.0	0.0	0.0	0.0	0.0	2.2901	0.0	0.0	4.6747	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales; f__Paraglomeraceae; g__Paraglomus; s__Alguacil12a_Para_1
denovo144	11.337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7127	0.0	0.0	4.0766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__Archaeospora; s__sp
denovo1033920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1967	0.0	1.5567	0.0	1.9882	9.5275	9.6205	5.4366	4.2419	0.0	0.0	2.0686	0.0	0.0	2.5553	1.6815	0.0	0.0	1.4226	0.0	3.0165	0.0	0.0	0.0	0.0	2.1806	0.0	9.4483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9175	0.0	0.0	0.0	0.0	2.7507	0.0	0.0	0.0	0.0	0.0	0.0	5.2028	0.0	No blast hit
denovo320740	0.0	0.0	0.0	0.0	1.5567	0.0	0.0	0.0	8.3851	0.0	0.0	3.4893	2.1967	0.0	0.0	0.0	0.0	7.2905	0.0	0.0	0.0	1.9755	0.0	0.0	0.0	0.0	0.0	3.2972	3.7549	3.1699	2.595	5.8505	0.0	0.0	6.5399	5.9819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0766	3.9341	4.7435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__sp
denovo41	0.0	0.0	2.947	0.0	0.0	0.0	0.0	0.0	5.9237	0.0	0.0	4.2405	8.3219	2.9726	2.2879	0.0	0.0	9.3588	2.0513	5.5593	7.0227	7.9673	0.0	2.8855	2.5495	2.1266	9.628	10.21	5.3794	5.9307	6.6702	4.0412	2.1846	2.3644	8.2595	10.287	9.1824	0.0	1.9537	1.6815	4.4817	2.0342	7.0334	3.6741	3.7887	0.0	0.0	0.0	3.5502	0.0	0.0	0.0	1.9506	0.0	2.2901	0.0	5.5702	2.8349	0.0	6.4749	3.8684	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__lamellosum
denovo40	2.8816	0.0	2.947	0.0	0.0	0.0	0.0	0.0	12.566	2.7472	0.0	7.7192	6.3193	0.0	0.0	2.2296	0.0	11.6	0.0	2.2768	0.0	10.79	2.2768	0.0	3.9601	2.1266	0.0	0.0	0.0	2.3219	9.1267	2.6217	0.0	2.3644	7.1197	9.981	9.1421	2.1806	0.0	0.0	0.0	3.3629	0.0	0.0	2.3988	0.0	7.1757	3.2224	2.1926	0.0	0.0	0.0	0.0	0.0	2.2901	0.0	0.0	3.7301	0.0	8.8866	3.8684	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__NES27
denovo43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7472	0.0	0.0	0.0	0.0	0.0	0.0	1.9882	12.706	0.0	0.0	2.1967	3.0586	2.2768	0.0	0.0	0.0	0.0	0.0	2.0444	3.7004	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	2.1806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4272	0.0	2.1926	0.0	0.0	0.0	3.6394	2.4139	2.2901	0.0	0.0	2.8349	3.8776	9.4269	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__NES27
denovo42	13.034	12.238	13.945	9.6978	7.7713	8.0626	6.4757	8.1846	3.9933	5.9968	6.7774	4.2405	6.1836	7.0349	8.4453	8.2104	9.0557	6.6043	6.315	6.7641	7.1373	6.545	9.2033	4.0853	5.7655	5.6866	6.2128	7.8491	8.8269	8.2527	6.97	2.6217	7.9613	9.1535	5.4209	6.1853	5.4919	5.4397	3.6432	4.2219	5.9536	6.2928	5.9307	8.5145	7.5295	7.3511	6.9773	7.8378	7.4299	6.7483	6.8088	7.4299	6.6209	7.4443	7.1403	5.8615	8.1055	7.5318	4.8277	5.6398	6.2447	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora; s__sp
denovo45	0.0	3.3956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.683	6.4832	0.0	1.9755	3.6483	2.0686	3.4207	3.4726	3.9666	0.0	3.7549	3.1699	2.9491	0.0	2.1846	4.6947	2.3741	3.4018	3.1699	2.1806	2.7543	1.6815	0.0	2.8464	8.0553	0.0	0.0	2.2551	2.9555	1.9175	2.1926	2.7902	3.1597	6.2704	2.7507	5.7265	3.1346	5.6034	2.4985	3.7301	0.0	3.4292	4.4201	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__Archaeospora; s__sp
denovo44	8.3195	8.0643	9.4211	8.1296	10.99	8.9687	6.4318	6.0463	9.224	8.2472	9.0772	10.269	10.057	6.5983	7.3585	8.9845	6.1137	8.7991	8.7647	7.2384	10.87	11.105	8.0364	7.4653	7.4574	11.112	8.5191	9.9704	11.007	11.757	10.07	5.4004	7.6408	7.8142	9.7876	9.2831	10.235	7.8498	9.0569	6.6166	9.2031	9.2103	7.9715	11.814	8.3851	6.0257	5.7828	7.1565	9.518	7.0354	9.823	7.7501	7.8824	7.8482	10.433	8.794	7.0862	7.3265	10.392	8.352	7.0252	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__mosseae
denovo47	0.0	0.0	0.0	0.0	0.0	9.181	0.0	2.7902	0.0	0.0	4.5071	0.0	0.0	0.0	5.791	0.0	0.0	2.2338	0.0	0.0	2.1967	1.9755	0.0	2.0686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1846	0.0	2.3741	0.0	0.0	4.8713	0.0	0.0	9.24	2.8464	3.4594	11.148	11.03	0.0	0.0	1.9175	2.1926	3.6819	0.0	0.0	5.6355	2.4139	2.2901	0.0	0.0	2.8349	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales; f__Paraglomeraceae; g__Paraglomus; s__laccatum
denovo46	0.0	0.0	0.0	0.0	1.5567	3.371	1.8745	0.0	0.0	2.7472	0.0	0.0	0.0	2.9726	3.8671	5.2441	2.7938	0.0	2.0513	0.0	0.0	1.3023	0.0	0.0	0.0	2.1266	2.5553	0.0	2.0444	0.0	0.0	4.4342	5.3222	0.0	0.0	2.5322	2.3219	0.0	0.0	0.0	0.0	0.0	3.4594	4.2209	2.3988	0.0	2.1304	5.1015	7.3688	0.0	7.2078	11.024	4.7435	0.0	0.0	0.0	0.0	0.0	0.0	8.7071	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__Archaeospora; s__sp
denovo49	4.3297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6124	0.0	2.9726	3.4207	0.0	0.0	2.2338	0.0	12.927	9.1296	1.3023	4.0343	2.0686	0.0	0.0	6.5497	0.0	2.858	0.0	0.0	2.6217	2.1846	0.0	0.0	5.6102	0.0	2.1806	1.9537	1.6815	0.0	0.0	8.3923	0.0	0.0	0.0	0.0	1.9175	5.3322	0.0	0.0	2.5265	0.0	0.0	0.0	2.5265	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__NES27
denovo48	0.0	4.3254	8.2748	3.1296	4.4828	5.7115	3.5443	5.1899	0.0	2.7472	5.846	4.586	2.1967	0.0	7.4733	4.7458	5.4109	2.2338	7.5188	8.8534	3.5549	5.2348	5.8751	6.0894	7.535	2.9512	4.3584	3.5895	5.3794	5.0444	5.4821	5.5666	5.1883	7.3099	0.0	5.1082	5.3576	4.4726	8.3727	6.2903	4.4817	7.4964	7.9425	5.4956	4.9502	6.3926	6.0266	4.3536	6.7083	3.6819	6.5278	4.3254	3.6394	6.3024	4.05	3.3956	4.2931	6.2215	4.4295	4.3606	7.4184	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__sp
denovo736	0.0	0.0	0.0	0.0	4.9129	3.371	0.0	0.0	4.3855	2.7472	3.2773	4.732	3.0301	2.9726	5.316	2.2296	0.0	0.0	2.8658	2.2768	7.435	1.9755	0.0	0.0	2.5495	0.0	4.6662	6.2065	2.0444	5.8329	4.514	0.0	0.0	3.7493	3.2278	2.5322	3.1699	2.1806	0.0	0.0	0.0	2.0342	5.1699	5.7533	5.4507	0.0	0.0	3.5983	2.1926	0.0	0.0	0.0	0.0	0.0	3.1346	2.5265	0.0	0.0	0.0	0.0	3.8684	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__Yamato09_C1
denovo26261	2.8816	3.3956	2.947	15.075	1.5567	0.0	0.0	2.7902	0.0	2.7472	0.0	0.0	0.0	0.0	0.0	7.8671	1.9882	4.5374	0.0	0.0	0.0	1.9755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	3.5361	1.9537	0.0	0.0	0.0	0.0	0.0	0.0	3.0954	9.1682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5265	0.0	0.0	0.0	12.636	2.964	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Kuklospora; s__PT6
denovo431670	2.8816	0.0	10.033	0.0	6.9464	6.9906	2.663	9.8611	5.1629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5503	0.0	7.6823	0.0	0.0	6.654	0.0	0.0	0.0	6.7194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4209	0.0	4.6439	6.643	0.0	0.0	0.0	2.0342	0.0	7.3203	0.0	9.4416	5.8264	0.0	9.3544	7.3288	6.859	0.0	0.0	0.0	5.1707	0.0	2.4985	0.0	0.0	2.9097	0.0	No blast hit
denovo19	14.62	7.5074	8.6809	7.1348	10.589	10.721	9.3182	9.5326	8.5853	9.3113	8.4993	10.653	8.1505	8.6864	10.139	9.3288	10.086	8.9687	9.8784	9.1259	7.6562	9.8666	10.456	10.836	10.132	9.6899	9.3109	12.249	11.083	10.509	9.0045	10.496	10.075	10.864	8.4613	8.7048	8.3966	10.29	10.161	10.605	10.22	9.6982	4.3923	3.2962	9.3361	9.2846	9.3878	10.765	9.6712	9.6002	9.5527	10.258	11.095	11.783	9.9616	10.397	10.052	10.188	10.081	8.8566	11.201	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__Archaeospora; s__sp
denovo823196	2.8816	0.0	0.0	3.1296	3.1321	0.0	2.663	2.7902	2.579	3.6356	5.9512	0.0	0.0	3.8776	1.5567	3.9782	2.7938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8888	6.0947	0.0	0.0	5.4838	0.0	1.4226	0.0	2.1846	2.3644	0.0	0.0	0.0	2.1806	6.1866	5.2678	7.989	2.0342	2.585	6.5263	5.7082	2.2551	1.4272	2.7127	0.0	0.0	2.3127	2.5265	1.9506	2.4139	0.0	0.0	6.4046	0.0	2.9726	2.0899	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__Torrecillas12b_Glo_G5
denovo1032058	0.0	3.3956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8309	0.0	0.0	5.5129	0.0	0.0	2.2338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.437	0.0	3.1699	0.0	0.0	0.0	2.3644	0.0	0.0	2.3219	0.0	0.0	0.0	0.0	0.0	4.0	9.5751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4985	0.0	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__Archaeospora; s__MO_Ar1
denovo108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.579	0.0	0.0	5.6321	0.0	0.0	0.0	0.0	0.0	8.0643	2.0513	0.0	5.9526	0.0	0.0	0.0	2.5495	2.1266	0.0	6.6801	5.9159	0.0	0.0	0.0	2.1846	0.0	0.0	8.7213	4.6439	5.3172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4985	0.0	0.0	4.573	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__MO_G18
denovo107	8.8037	0.0	11.912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2773	0.0	0.0	0.0	0.0	0.0	0.0	4.2868	0.0	0.0	0.0	0.0	0.0	2.0686	2.5495	0.0	0.0	0.0	0.0	4.6439	1.4226	0.0	4.8762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0175	0.0	0.0	4.6164	2.3988	0.0	0.0	0.0	0.0	0.0	3.1597	4.8861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__Sanchez_Castro12b_GLO12
denovo106	0.0	0.0	10.824	9.9784	0.0	0.0	1.8745	4.6246	0.0	2.7472	3.2773	2.6124	3.5549	0.0	1.5567	3.067	1.9882	3.5983	3.3832	2.2768	3.0301	1.3023	0.0	0.0	3.9601	0.0	0.0	1.6815	2.858	2.3219	2.595	0.0	4.8762	6.8206	0.0	0.0	2.3219	2.1806	1.9537	0.0	0.0	0.0	2.585	1.9786	0.0	3.623	1.4272	0.0	0.0	2.7902	3.6898	3.9341	3.2624	2.4139	3.1346	2.5265	3.3649	2.8349	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__Sanchez_Castro12b_GLO12
