# Constructed from biom file
#OTU ID	MM933M	MM936M	MM941M	MM943M	MM9362CU	MMS700	MMS701	MMS702	MMS703	MMS704	MMS705	MMS706	MMS707	MMS708	MMS709	MMS710	MMS711	MMS712	MMS713	MMS714	MMS715	MMS716	MMS717	MMS890	MMS891	MMS900	MMS901	MMS902	MMS903	MMS904	MMS905	MMS906	MMS907	MMS908	MMS909	MMS910	MMS911	MMS912	MMS913	MMS914	MMS915	MMS916	MMS917	MMS918	MMS919	MMS920	MMS921	MMS922	MMS923	MMS924	MMS925	MMS928	MMS929	MMS930	MMS931	MMS932	MMS938	MMS939	MMS942	MMS943	MMS944
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__MO_G47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036651300909420156	0.0	0.003979943041646255	0.002297964870798852	0.0	0.0	0.0	0.004693984707067464	0.0	0.003472059952564929	0.004039119597446214	0.0	0.005062581267373705	0.00358705356839058	0.010973446238086357	0.014552321480685079	0.0	0.0020489045162900245	0.008677670040629401	0.006529703842934562	0.004903098430506295	0.007604293163974608	0.0035532470182993146	0.005488386107262622	0.0	0.0039030889052954947	0.008154955618594613	0.006808746219964893	0.0022033764164799915	0.007519540222488443	0.003627599614160209	0.001660178493624233	0.0020375959942529193	0.0	0.0	0.0	0.007580593230478138	0.004099190490409826	0.006098100813325558	0.0	0.004139425473741147	0.0	0.0059066531917356235	0.004334625383203072	0.005429743757514352	0.0038675949300972356	0.0	0.006459369247473916	0.012491318921337428	0.008341498619634617	0.012390037790271544	0.003919694189206689	0.006090206211581359
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__MO_G5	0.004712596612118911	0.006201713401241472	0.00562415757460981	0.006782820947143494	0.004754464059047871	0.004613207454034994	0.005436793927053801	0.004863994835631295	0.004238745400144444	0.0030151646141369642	0.0025257049734357232	0.0030693189495017738	0.002821013792347093	0.0035528012163139142	0.0038646200746754325	0.004056853776213624	0.003729872335263972	0.003226161519794864	0.003469780747415748	0.003848703589677899	0.0036523318352427348	0.002971787414102618	0.005614159218008528	0.004148362578241918	0.005299915733476473	0.004245122820100385	0.0071979898071876545	0.004118544009375156	0.003428609498600207	0.004699013716754331	0.003412580494602276	0.0034502314417696293	0.004229338964314696	0.003537053448535131	0.005679583166542674	0.0036541498549189843	0.003008089453723212	0.004500695164664114	0.004543644180698541	0.0037838049711361945	0.004526341495634849	0.003157876518862721	0.006721925022773076	0.0037897538119563787	0.004375110576494451	0.004409966089770073	0.0031515830265916958	0.004171788233799245	0.0039517581329926495	0.0029321947564976297	0.0048056211614103716	0.0039424908031764	0.004509049680504863	0.004573944177577684	0.0050449025463854226	0.004252950504006147	0.002946466298310225	0.003978750415730939	0.005969733865143069	0.0032158034627560116	0.005393539780431265
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__MO_G7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026149864911421106	0.008035603211056891	0.0	0.0	0.004385872318865057	0.006538112128152844	0.0	0.0018757402242033864	0.0	0.0018608180711060496	0.0058188672943016275	0.0	0.002019759901573964	0.0	0.0026017600712085723	0.0	0.0	0.0	0.0	0.0	0.004118544009375156	0.00623994584973216	0.006612534726202961	0.0012601523716083576	0.0034502314417696293	0.0	0.0	0.007088137514356197	0.00780108367961438	0.0	0.0019489278305035182	0.004780291348034733	0.0	0.0	0.0	0.0	0.0037897538119563787	0.0	0.0	0.0	0.0017629928898289886	0.0	0.0	0.0021379989727398894	0.0	0.0025363577342313506	0.0	0.002508539890888756	0.0	0.0	0.0030238759158080584	0.0034528604287512713	0.004089243141168163	0.0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__NES27	0.04479145261974488	0.04384894930906688	0.019845389246803995	0.04989638219472882	0.043861764676015734	0.04331809203556758	0.05283573625894088	0.04764501263163498	0.11523044177719695	0.07653987470691541	0.05708145445524335	0.09272443069864326	0.12175587137867797	0.04589562776931389	0.07054378675705594	0.06659844227842604	0.0658178520981889	0.15461520013548707	0.06045379267295659	0.0812976425104814	0.11902360556707763	0.09559992405507776	0.06307673003762523	0.05892791030690348	0.06309625139654651	0.05345717711520295	0.10031855071582722	0.08834470461906098	0.06526363633827245	0.05835102548002867	0.059874688095457644	0.06479945591366552	0.064111908351016	0.06489808648361246	0.10298830429859501	0.10504830006222399	0.09610200041412358	0.06509513692187736	0.07377672725044586	0.09282051540273421	0.060380104821815654	0.0621851165321226	0.09621928978380058	0.03931716147532317	0.04744624307843112	0.07535618012917793	0.0926262135880766	0.07666715917072127	0.07672230138811308	0.06061788790129699	0.06185248500433203	0.05974726009365733	0.07403477651015729	0.06705521464288106	0.058257473397219796	0.06758365472887103	0.04506825695261679	0.08030076413426526	0.07468869546551589	0.12101350136684773	0.07566169642586779
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Sanchez_Castro12b_GLO12	0.07663246203088019	0.048555185830600055	0.11197141277295165	0.06514252501680091	0.06631805976449903	0.08724845593579061	0.09500059897206077	0.09043024784546183	0.07066985190874635	0.07969190268279627	0.0880309984083569	0.08545880130045602	0.06800327412999733	0.08724812562425906	0.08199441877304503	0.08780206656702434	0.0907452519282987	0.0696183333966438	0.08314680566387557	0.08340043540871175	0.06784895560037042	0.07100356859473313	0.09262752759154923	0.09459267898743114	0.08649519711753575	0.07597142555715974	0.06395483145384358	0.07204473419831024	0.07543583449436654	0.08673534139085576	0.09832226824592297	0.09862678935032637	0.11094078455223262	0.10890941622438952	0.07253178397492034	0.07340719219780353	0.08141911903281084	0.07257436867644151	0.09183506927198269	0.06889587713948529	0.07959420581426377	0.1052646585423977	0.07878492367435312	0.10513474972472425	0.0879308903261331	0.10113951053098755	0.0779780481727788	0.10099931126050914	0.07545821081603238	0.08057871280412376	0.09134757075910381	0.09846315914160106	0.08457909804068739	0.08130942578409492	0.0849728043429802	0.0889359721279909	0.09175792535752363	0.0922018155842089	0.06349251152327992	0.06997645351418803	0.08434605459274139
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__VeGlo18	0.0	0.0	0.002870919485272485	0.0	0.004613024215951804	0.0	0.0	0.0026149864911421106	0.0049819827049252365	0.0	0.0025257049734357232	0.003329691634296009	0.003949195870023146	0.0	0.0	0.0	0.0	0.0057260479254101606	0.0	0.0	0.003933287570620264	0.0020692609524690943	0.0	0.0021005318653100707	0.0	0.0028433776960759528	0.002589035127714115	0.003098116286665396	0.004112505196432108	0.0039618923021595255	0.003998543375116074	0.0	0.0	0.0	0.005221302149933213	0.007279274233259117	0.006318325878033972	0.0	0.0	0.004168366091128249	0.004877908863961709	0.0	0.005615148455970185	0.0	0.0022161954664445664	0.0	0.0	0.0	0.0019309216861809293	0.0	0.0	0.0	0.0	0.0	0.004436306955198229	0.0	0.003968206702895368	0.0	0.0	0.0019598470946033445	0.0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Voyriella_parviflora_symbiont_type_1	0.0	0.0	0.009218603324460466	0.0	0.004273840592219504	0.008081703835840514	0.007253102665721813	0.004624914105257002	0.0	0.0	0.0	0.004575786044024096	0.0020451209523279297	0.0	0.0	0.0038325421559945	0.0030957790633726386	0.0	0.0027221413191394488	0.004703783776399237	0.0	0.0	0.0033979692131812056	0.003842919290469865	0.007720306298564917	0.004628581861520224	0.002589035127714115	0.0	0.005510479651080455	0.0	0.004529408914484053	0.0	0.00218565370365053	0.0	0.0	0.0	0.0022033764164799915	0.0070546968928338165	0.0053818894823378025	0.005621898519503863	0.0	0.004760556542453603	0.002929869355028648	0.008132586199338307	0.0	0.0	0.002227119813754526	0.007088472637660784	0.003464580409378999	0.006054915966064223	0.0037686542189957336	0.0025318886185468534	0.005752286359555334	0.0	0.0050449025463854226	0.0027312674940574797	0.003968206702895368	0.004563493714276205	0.0	0.00475374749603487	0.0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Whitfield_type_3	0.0	0.003758171471830592	0.006185482246280663	0.0	0.006073934595315223	0.003199951094191523	0.0	0.0	0.0060136198607613585	0.0	0.005985471819230106	0.0030693189495017738	0.003309600980302525	0.0035528012163139142	0.0	0.0	0.0018608180711060496	0.0042516292593540814	0.004335375341625437	0.0	0.0028096500784404303	0.005017485705886276	0.002479884701917162	0.003456444173029561	0.004207235319391008	0.004245122820100385	0.0	0.003098116286665396	0.004548088165307118	0.004699013716754331	0.0032545521077789025	0.0	0.0	0.0	0.005862202083627906	0.006653881856109678	0.00508411623624325	0.0	0.0038891276919891817	0.005116983097773603	0.0033761980912952088	0.004760556542453603	0.004533646971030789	0.0033999582251355745	0.0041420164810367375	0.0	0.0	0.004002798354711595	0.003126497386791724	0.0	0.0029210167138696017	0.0039424908031764	0.005647261767295563	0.005557406703417964	0.0047697419767197945	0.005896791925523583	0.005425106628823905	0.0	0.005145140708186018	0.0038557382239203367	0.0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Whitfield_type_7	0.013794018640414829	0.027604121415633995	0.01732157142851576	0.022491948161216066	0.009917562331450854	0.008493777039634207	0.00736286644527946	0.008517871917208151	0.00994199309878369	0.014413676590010381	0.010823674260696189	0.011382420621516637	0.013303759905574565	0.012285047817482159	0.009852657772798906	0.012552320730171023	0.009703732904751797	0.012095270901751505	0.009067099351319002	0.010417802345451511	0.013788343155811653	0.010614936106910852	0.010266339268442726	0.007356126361725682	0.013339556964595298	0.014790053766160324	0.013611659928873218	0.011483852248079322	0.012724399841154253	0.014887922276445968	0.013069851115823023	0.0122044764470484	0.012052310418852928	0.014540381163664452	0.008330254368117357	0.013872972273714883	0.01283384440835467	0.01285679250416223	0.013840192140046101	0.010619415903493027	0.01201308020482814	0.013903465543156093	0.016487627280721947	0.008200766903992594	0.010882621001288345	0.009585366651804523	0.0063071902979739206	0.008259909008420165	0.011391169806887577	0.0068014685984977095	0.011685361099678621	0.012617052873630949	0.011924763295869029	0.012927583400477666	0.01667054615320156	0.013355049423347434	0.009664904761977768	0.01741749967520187	0.018354893093280197	0.008144163872813153	0.015205959242174962
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Winther07_B	0.0	0.011310152630061498	0.004287869736826211	0.007200807615396018	0.0	0.0	0.0	0.0	0.0	0.00399022003172552	0.0025257049734357232	0.0	0.0020451209523279297	0.0	0.0012762641754523413	0.0027452663176857632	0.0030957790633726386	0.002914414791292895	0.0	0.0	0.0	0.0011077853072434852	0.0	0.002930041911124533	0.0038286353811890364	0.0020489045162900245	0.002589035127714115	0.001579971653532653	0.0	0.002094373730479294	0.0012601523716083576	0.0	0.0	0.002230552149392277	0.002286685501329381	0.0040171074118826415	0.0	0.0019489278305035182	0.0	0.001660178493624233	0.0028554622823054663	0.0	0.003920924582895978	0.0	0.0022161954664445664	0.0023061206124293876	0.0018240959790944763	0.0	0.0	0.0	0.0	0.0039424908031764	0.0	0.006992562856801128	0.004013159948582655	0.0	0.0	0.0030238759158080584	0.0045040744124759235	0.0	0.003116388925337882
